requestDate,requestSize,request,responseDate,responseSize,totalResults
2003-03-04 11:51:20.567000,171,normal saline fl,2003-03-04 11:51:20.574000,1078,1
2003-03-04 11:51:25.457000,174,normal saline flush,2003-03-04 11:51:25.463000,1078,1
2003-03-04 11:49:29.290000,174,haloperidol lactate,2003-03-04 11:49:29.296000,4283,4
2003-03-04 11:42:42.667000,164,trazodone,2003-03-04 11:42:42.675000,4750,1
2003-03-04 15:41:36.014000,160,latud,2003-03-04 15:41:36.020000,4745,1
2003-03-04 15:27:34.153000,158,olo,2003-03-04 15:27:34.160000,9083,8
2003-03-04 15:27:34.762000,162,olopata,2003-03-04 15:27:34.788000,7033,6
2003-03-04 15:27:34.100000,157,ol,2003-03-04 15:27:34.119000,94163,45
2003-03-04 15:27:35.589000,166,olopatadine,2003-03-04 15:27:35.595000,7033,6
2003-03-04 15:49:19.117000,160,loraz,2003-03-04 15:49:19.136000,16475,8
2003-03-04 16:28:52.502000,165,Intuniv ER,2003-03-04 16:28:52.510000,3933,1
2003-03-04 13:33:22.634000,162,Senna-S,2003-03-04 13:33:22.653000,19546,17
2003-03-04 13:32:41.200000,163,morphine,2003-03-04 13:32:41.278000,91613,28
2003-03-04 13:34:50.748000,161,zofran,2003-03-04 13:34:50.755000,5284,3
2003-03-04 13:24:38.212000,161,loraze,2003-03-04 13:24:38.229000,16475,8
2003-03-04 13:25:59.434000,163,morphine,2003-03-04 13:25:59.520000,91613,28
2003-03-04 13:43:04.423000,163,adderall,2003-03-04 13:43:04.441000,12872,2
2003-03-04 13:49:50.607000,158,alp,2003-03-04 13:49:50.635000,61208,30
2003-03-04 13:49:53.484000,162,alprazo,2003-03-04 13:49:53.508000,22670,6
2003-03-04 13:49:54.357000,164,alprazola,2003-03-04 13:49:54.377000,22670,6
2003-03-04 13:50:11.756000,165,sertraline,2003-03-04 13:50:11.781000,9279,4
2003-03-04 13:49:53.808000,163,alprazol,2003-03-04 13:49:53.832000,22670,6
2003-03-04 15:09:44.229000,160,conce,2003-03-04 15:09:44.241000,25262,21
2003-03-04 16:57:09.695000,158,lex,2003-03-04 16:57:09.702000,10475,8
2003-03-04 16:57:10.270000,160,lexap,2003-03-04 16:57:10.277000,3262,1
2003-03-04 16:57:16.837000,160,morph,2003-03-04 16:57:16.901000,91613,28
2003-03-04 17:01:18.041000,157,se,2003-03-04 17:01:18.066000,58834,387
2003-03-04 16:52:23.706000,166,Adderall XR,2003-03-04 16:52:23.730000,6300,1
2003-03-04 17:06:50.849000,162,hepatit,2003-03-04 17:06:50.858000,18365,10
2003-03-04 17:16:20.035000,159,ampi,2003-03-04 17:16:20.043000,13876,4
2003-03-04 17:13:45.212000,159,effe,2003-03-04 17:13:45.218000,8633,4
2003-03-04 17:16:25.587000,165,ampicillen,2003-03-04 17:16:25.592000,41,0
2003-03-04 17:28:41.369000,161,ampici,2003-03-04 17:28:41.376000,13876,4
2003-03-04 17:22:10.582000,164,meloxicam,2003-03-04 17:22:10.590000,8336,4
2003-03-04 17:27:37.203000,160,morph,2003-03-04 17:27:37.266000,91613,28
2003-03-04 17:28:44.853000,164,ampicilli,2003-03-04 17:28:44.861000,13876,4
2003-03-04 17:27:38.196000,163,morphine,2003-03-04 17:27:38.268000,91613,28
2003-03-04 16:37:38.039000,164,melatonin,2003-03-04 16:37:38.051000,38827,21
2003-03-04 17:03:55.701000,158,tda,2003-03-04 17:03:55.708000,4589,4
2003-03-04 17:08:13.012000,159,hepa,2003-03-04 17:08:13.108000,32934,19
2003-03-04 16:56:28.521000,159,lam0,2003-03-04 16:56:28.525000,41,0
2003-03-04 16:56:22.847000,157,la,2003-03-04 16:56:22.876000,81255,570
2003-03-04 16:59:41.015000,159,Dexi,2003-03-04 16:59:41.021000,2130,1
2003-03-04 16:59:42.011000,162,Dexilan,2003-03-04 16:59:42.019000,2130,1
2003-03-04 16:57:09.976000,159,lexa,2003-03-04 16:57:09.982000,3262,1
2003-03-04 17:05:59.153000,161,hepati,2003-03-04 17:05:59.167000,19288,11
2003-03-04 17:05:02.921000,159,gard,2003-03-04 17:05:02.928000,4342,4
2003-03-04 16:43:13.224000,174,haloperidol lactate,2003-03-04 16:43:13.230000,4283,4
2003-03-04 17:10:20.561000,158,men,2003-03-04 17:10:20.581000,54279,190
2003-03-04 17:10:02.633000,158,chl,2003-03-04 17:10:02.670000,72605,312
2003-03-04 17:10:04.773000,160,chlor,2003-03-04 17:10:04.801000,72543,292
2003-03-04 17:43:24.558000,165,loratadine,2003-03-04 17:43:24.583000,48981,40
2003-03-04 17:42:06.537000,160,kefle,2003-03-04 17:42:06.546000,2865,1
2003-03-04 18:06:09.995000,161,metro,2003-03-04 18:06:10.005000,31296,26
2003-03-04 17:35:06.505000,168,Wellbutrin XL,2003-03-04 17:35:06.510000,2239,1
2003-03-04 17:42:07.009000,161,keflex,2003-03-04 17:42:07.016000,2865,1
2003-03-04 17:18:18.364000,159,lexa,2003-03-04 17:18:18.369000,3262,1
2003-03-04 17:48:24.310000,163,adderall,2003-03-04 17:48:24.323000,12872,2
2003-03-04 18:06:41.229000,160,famc,2003-03-04 18:06:41.234000,3178,1
2003-03-04 18:49:44.710000,160,tria,2003-03-04 18:49:44.723000,69257,54
2003-03-04 18:50:38.596000,161,triam,2003-03-04 18:50:38.611000,60546,47
2003-03-04 18:41:04.912000,161,Levsin,2003-03-04 18:41:04.920000,3316,3
2003-03-04 18:36:32.625000,164,Pulmicort,2003-03-04 18:36:32.632000,5305,2
2003-03-03 21:30:49.831000,162,prednis,2003-03-03 21:30:49.845000,54260,32
2003-03-03 21:29:29.365000,159,cefd,2003-03-03 21:29:29.371000,6429,4
2003-03-03 21:06:54.716000,168,dexamethasone,2003-03-03 21:06:54.799000,42481,28
2003-03-03 21:05:13.128000,164,methadone,2003-03-03 21:05:13.178000,15725,11
2003-03-03 21:48:00.917000,165,prednisone,2003-03-03 21:48:00.926000,17856,8
2003-03-03 21:57:05.894000,157,te,2003-03-03 21:57:05.930000,88488,372
2003-03-03 21:57:08.914000,161,tetrac,2003-03-03 21:57:08.923000,18801,16
2003-03-03 21:54:10.807000,157,pe,2003-03-03 21:54:10.841000,54648,702
2003-03-03 21:54:16.854000,160,vitam,2003-03-03 21:54:16.882000,89061,351
2003-03-03 21:54:17.590000,162,vitamin,2003-03-03 21:54:17.618000,91746,349
2003-03-03 21:50:24.123000,158,flu,2003-03-03 21:50:24.146000,74930,258
2003-03-03 21:49:05.442000,160,proza,2003-03-03 21:49:05.449000,3190,1
2003-03-03 21:54:15.879000,159,vita,2003-03-03 21:54:15.904000,78192,378
2003-03-04 00:21:14.829000,158,ace,2003-03-04 00:21:14.862000,73824,501
2003-03-04 01:23:08.974000,180,hydrocodone-acetaminophen,2003-03-04 01:23:08.994000,23715,12
2003-03-04 01:43:20.386000,157,du,2003-03-04 01:43:20.409000,71808,57
2003-03-04 01:43:22.802000,163,dulcolax,2003-03-04 01:43:22.810000,3562,3
2003-03-04 01:48:22.824000,160,fleet,2003-03-04 01:48:22.832000,10002,9
2003-03-03 22:48:15.605000,160,Xanax,2003-03-03 22:48:15.615000,7940,2
2003-03-03 22:06:08.887000,162,robinul,2003-03-03 22:06:08.894000,3191,3
2003-03-03 22:41:15.039000,159,morp,2003-03-03 22:41:15.101000,91613,28
2003-03-04 00:19:31.888000,163,lorazepa,2003-03-04 00:19:31.904000,16475,8
2003-03-04 02:07:47.391000,160,alpr,2003-03-04 02:07:47.407000,36400,12
2003-03-04 01:57:59.334000,168,hydromorphone,2003-03-04 01:57:59.398000,63630,22
2003-03-03 23:19:36.239000,160,leva,2003-03-03 23:19:36.246000,16233,8
2003-03-03 23:22:04.344000,158,lac,2003-03-03 23:22:04.364000,59825,166
2003-03-03 23:22:05.872000,164,lactulose,2003-03-03 23:22:05.878000,8411,5
2003-03-03 19:33:52.786000,159,fluo,2003-03-03 19:33:52.805000,72006,117
2003-03-03 19:58:40.769000,160,morph,2003-03-03 19:58:40.895000,91613,28
2003-03-03 19:58:41.803000,162,morphin,2003-03-03 19:58:41.868000,91613,28
2003-03-03 19:55:38.295000,165,Focalin XR,2003-03-03 19:55:38.311000,7785,1
2003-03-03 22:28:09.691000,163,phenobar,2003-03-03 22:28:09.838000,19168,9
2003-03-03 22:27:42.277000,160,lorae,2003-03-03 22:27:42.282000,41,0
2003-03-03 22:28:08.975000,160,pheno,2003-03-03 22:28:09.014000,42784,32
2003-03-03 22:23:00.789000,171,fentanyl citrate,2003-03-03 22:23:00.832000,44379,12
2003-03-03 22:21:48.076000,162,fentany,2003-03-03 22:21:48.166000,107285,21
2003-03-03 22:21:59.043000,171,fentanyl citrate,2003-03-03 22:21:59.080000,44379,12
2003-03-03 22:25:10.748000,160,pheno,2003-03-03 22:25:10.781000,42784,32
2003-03-03 22:25:20.859000,185,fentanyl citrate (PF)-0.9%NaCl,2003-03-03 22:25:20.880000,15883,4
2003-03-03 19:50:06.648000,166,iopidine?,2003-03-03 19:50:06.654000,41,0
2003-03-03 19:48:00.976000,161,prozac,2003-03-03 19:48:00.983000,3190,1
2003-03-03 19:53:01.944000,166,benztropine,2003-03-03 19:53:01.949000,5533,3
2003-03-03 20:34:43.122000,159,Lora,2003-03-03 20:34:43.147000,65636,48
2003-03-03 20:34:56.281000,161,spiron,2003-03-03 20:34:56.289000,12998,7
2003-03-03 20:37:25.580000,157,tr,2003-03-03 20:37:25.622000,86091,438
2003-03-03 20:37:06.492000,157,lo,2003-03-03 20:37:06.518000,61018,265
2003-03-03 20:37:09.337000,164,lorazepam,2003-03-03 20:37:09.353000,16475,8
2003-03-03 21:38:43.031000,163,morphine,2003-03-03 21:38:43.266000,91613,28
2003-03-03 21:09:14.634000,161,morphi,2003-03-03 21:09:14.709000,91613,28
2003-03-03 21:08:28.355000,165,Senna Plus,2003-03-03 21:08:28.365000,1325,1
2003-03-03 22:43:54.835000,163,acetamin,2003-03-03 22:43:54.871000,70950,346
2003-03-03 22:47:12.660000,160,hyosc,2003-03-03 22:47:12.672000,36981,32
2003-03-03 22:47:13.110000,161,hyosca,2003-03-03 22:47:13.116000,41,0
2003-03-03 22:43:56.193000,166,acetaminoph,2003-03-03 22:43:56.227000,70849,320
2003-03-03 22:58:41.004000,163,adderall,2003-03-03 22:58:41.021000,12872,2
2003-03-03 22:56:27.755000,161,lamict,2003-03-03 22:56:27.764000,26040,13
2003-03-03 22:56:26.389000,161,lamict,2003-03-03 22:56:26.398000,26040,13
2003-03-03 19:23:57.575000,161,gentam,2003-03-03 19:23:57.584000,23043,13
2003-03-03 19:23:59.305000,162,gentamy,2003-03-03 19:23:59.310000,41,0
2003-03-03 19:30:01.245000,165,sertraline,2003-03-03 19:30:01.251000,9279,4
2003-03-03 19:00:00.707000,157,vy,2003-03-03 19:00:00.726000,21895,11
2003-03-03 19:07:09.462000,160,resto,2003-03-03 19:07:09.473000,13778,11
2003-03-03 19:07:52.168000,162,Senna-S,2003-03-03 19:07:52.204000,19546,17
2003-03-03 20:00:36.247000,161,morphi,2003-03-03 20:00:36.313000,91613,28
2003-03-03 20:03:05.737000,163,morphine,2003-03-03 20:03:05.817000,91613,28
2003-03-03 20:00:34.869000,160,morph,2003-03-03 20:00:34.930000,91613,28
2003-03-03 20:07:38.333000,158,mor,2003-03-03 20:07:38.398000,96740,32
2003-03-03 19:16:04.551000,161,morph,2003-03-03 19:16:04.602000,91613,28
2003-03-03 20:47:50.823000,169,Catapres-TTS-2,2003-03-03 20:47:50.829000,1144,1
2003-03-03 20:45:00.116000,168,dexamethasone,2003-03-03 20:45:00.129000,42481,28
2003-03-03 20:58:47.074000,163,digoxin,2003-03-03 20:58:47.079000,13237,7
2003-03-03 21:01:42.964000,160,hydro,2003-03-03 21:01:43.005000,86298,374
2003-03-03 21:02:18.917000,160,hydro,2003-03-03 21:02:18.955000,86298,374
2003-03-03 21:01:42.284000,158,hyd,2003-03-03 21:01:42.321000,89719,394
2003-03-03 20:50:46.035000,162,synthr,2003-03-03 20:50:46.043000,12413,1
2003-03-03 20:50:47.369000,165,synthroid,2003-03-03 20:50:47.375000,12413,1
2003-03-04 00:18:31.637000,161,dulcol,2003-03-04 00:18:31.677000,3562,3
2003-03-04 01:54:09.136000,171,prochlorperazine,2003-03-04 01:54:09.143000,11960,8
2003-03-04 01:52:33.024000,162,Senna-S,2003-03-04 01:52:33.043000,19546,17
2003-03-04 01:52:03.722000,163,fentanyl,2003-03-04 01:52:03.812000,107285,21
2003-03-04 01:52:03.648000,163,fentanyl,2003-03-04 01:52:03.751000,107285,21
2003-03-04 04:18:01.660000,160,true,2003-03-04 04:18:01.672000,35380,23
2003-03-04 05:36:32.566000,166,haloperidol,2003-03-04 05:36:32.574000,16241,9
2003-03-04 05:07:03.708000,166,haloperidol,2003-03-04 05:07:03.714000,16241,9
2003-03-04 05:10:14.254000,164,lorazepam,2003-03-04 05:10:14.276000,16475,8
2003-03-04 06:28:27.173000,157,an,2003-03-04 06:28:27.208000,66678,446
2003-03-04 06:28:27.846000,159,anus,2003-03-04 06:28:27.853000,2244,2
2003-03-04 05:05:00.472000,161,loraze,2003-03-04 05:05:00.488000,16475,8
2003-03-04 05:09:08.242000,175,morphine concentrate,2003-03-04 05:09:08.249000,2352,2
2003-03-04 05:05:01.990000,163,lorazepa,2003-03-04 05:05:02.007000,16475,8
2003-03-04 07:20:09.074000,159,kefl,2003-03-04 07:20:09.080000,2865,1
2003-03-04 08:28:56.765000,160,Synth,2003-03-04 08:28:56.772000,12413,1
2003-03-04 08:28:57.954000,164,Synthroid,2003-03-04 08:28:57.962000,12413,1
2003-03-04 08:34:38.824000,160,trama,2003-03-04 08:34:38.842000,20772,11
2003-03-04 08:34:38.369000,159,tram,2003-03-04 08:34:38.391000,22623,12
2003-03-04 08:34:39.461000,163,tramadol,2003-03-04 08:34:39.477000,20772,11
2003-03-04 09:18:42.640000,157,or,2003-03-04 09:18:42.657000,67080,81
2003-03-04 09:18:44.078000,157,or,2003-03-04 09:18:44.095000,67080,81
2003-03-04 09:31:40.198000,165,proventil,2003-03-04 09:31:40.203000,1200,1
2003-03-04 09:31:48.043000,164,lorazepam,2003-03-04 09:31:48.060000,16475,8
2003-03-04 09:33:07.133000,158,qui,2003-03-04 09:33:07.150000,49200,35
2003-03-04 09:27:59.370000,163,morphine,2003-03-04 09:27:59.522000,91613,28
2003-03-04 09:33:16.413000,157,qu,2003-03-04 09:33:16.436000,80036,78
2003-03-04 08:13:04.622000,164,Famotidi,2003-03-04 08:13:04.631000,34204,22
2003-03-04 08:13:05.884000,166,Famotidine,2003-03-04 08:13:05.894000,34204,22
2003-03-04 08:20:36.562000,164,oxycodone,2003-03-04 08:20:36.616000,54490,16
2003-03-04 08:13:01.914000,166,Famotidime,2003-03-04 08:13:01.919000,41,0
2003-03-04 09:52:07.723000,162,Lorazep,2003-03-04 09:52:07.740000,16475,8
2003-03-04 09:59:19.350000,162,Oxycodo,2003-03-04 09:59:19.398000,54490,16
2003-03-04 09:41:01.735000,163,erythro,2003-03-04 09:41:01.745000,32086,24
2003-03-04 09:40:05.295000,162,Belsomb,2003-03-04 09:40:05.301000,41,0
2003-03-04 09:40:03.302000,160,Belso,2003-03-04 09:40:03.327000,3837,1
2003-03-04 09:40:04.278000,161,Belsom,2003-03-04 09:40:04.287000,3837,1
2003-03-04 09:40:06.661000,164,Belsombra,2003-03-04 09:40:06.667000,41,0
2003-03-04 09:40:16.774000,161,Belsom,2003-03-04 09:40:16.783000,3837,1
2003-03-04 09:56:59.939000,160,foca,2003-03-04 09:56:59.954000,10621,2
2003-03-04 09:55:44.395000,164,ketocona,2003-03-04 09:55:44.402000,11690,11
2003-03-04 09:58:46.272000,163,hydromor,2003-03-04 09:58:46.320000,63630,22
2003-03-04 09:58:25.571000,164,tobridex,2003-03-04 09:58:25.576000,41,0
2003-03-04 09:59:01.591000,181,hydromorphone (PF) solutio,2003-03-04 09:59:01.604000,41,0
2003-03-04 10:04:02.650000,176,ipratropium-albuterol,2003-03-04 10:04:02.656000,2360,2
2003-03-04 10:07:04.458000,168,normal saline,2003-03-04 10:07:04.464000,3136,3
2003-03-04 10:01:14.411000,157,ms,2003-03-04 10:01:14.444000,60369,61
2003-03-04 10:01:16.969000,157,ms,2003-03-04 10:01:17.002000,60369,61
2003-03-04 10:00:19.543000,157,tl,2003-03-04 10:00:19.551000,8025,8
2003-03-04 10:00:21.817000,162,tylenol,2003-03-04 10:00:21.827000,20665,18
2003-03-04 10:01:21.825000,163,morphine,2003-03-04 10:01:21.914000,91613,28
2003-03-04 10:01:22.588000,162,morphin,2003-03-04 10:01:22.689000,91613,28
2003-03-04 06:54:44.999000,161,predni,2003-03-04 06:54:45.012000,58436,36
2003-03-04 06:30:30.171000,169,ranitidine HCl,2003-03-04 06:30:30.181000,23989,13
2003-03-04 08:40:32.450000,165,zithromax,2003-03-04 08:40:32.457000,9538,6
2003-03-04 08:53:37.286000,163,bactrob,2003-03-04 08:53:37.291000,2181,2
2003-03-04 08:37:22.691000,164,lorazepam,2003-03-04 08:37:22.783000,16475,8
2003-03-04 09:11:36.073000,163,Percocet,2003-03-04 09:11:36.094000,3913,1
2003-03-04 08:59:01.124000,159,gaba,2003-03-04 08:59:01.143000,25916,13
2003-03-04 08:59:02.161000,163,gabapent,2003-03-04 08:59:02.180000,23916,11
2003-03-04 09:16:30.851000,160,fenta,2003-03-04 09:16:31.085000,107285,21
2003-03-04 09:16:29.687000,157,fe,2003-03-04 09:16:30.001000,112109,257
2003-03-04 09:07:56.409000,165,lisinopril,2003-03-04 09:07:56.417000,23766,6
2003-03-04 09:08:38.696000,161,percoc,2003-03-04 09:08:38.721000,3913,1
2003-03-04 09:07:28.416000,160,oxyco,2003-03-04 09:07:28.481000,54490,16
2003-03-04 09:05:57.000000,163,betadine,2003-03-04 09:05:57.008000,5631,5
2003-03-04 09:04:15.782000,158,lis,2003-03-04 09:04:15.833000,49112,19
2003-03-04 09:05:00.859000,162,lisin 5,2003-03-04 09:05:00.866000,41,0
2003-03-04 09:03:33.846000,160,Xanax,2003-03-04 09:03:33.865000,7940,2
2003-03-04 09:04:13.728000,157,li,2003-03-04 09:04:13.753000,82771,404
2003-03-04 09:13:25.779000,163,Concerta,2003-03-04 09:13:25.790000,4333,1
2003-03-04 09:18:07.875000,160,zith,2003-03-04 09:18:07.881000,10559,7
2003-03-04 09:34:50.705000,159,azi,2003-03-04 09:34:50.714000,26244,16
2003-03-04 10:52:03.145000,163,Betadine,2003-03-04 10:52:03.153000,5631,5
2003-03-04 11:14:51.920000,161,ondas,2003-03-04 11:14:51.926000,41,0
2003-03-04 11:42:58.390000,164,trazodone,2003-03-04 11:42:58.397000,4750,1
2003-03-04 11:42:42.666000,164,trazodone,2003-03-04 11:42:42.673000,4750,1
2003-03-04 12:27:26.489000,164,trazodone,2003-03-04 12:27:26.494000,4750,1
2003-03-04 12:55:11.882000,185,nitrofurantoin monohyd/m-cryst,2003-03-04 12:55:11.897000,2600,2
2003-03-04 12:55:48.300000,158,CEF,2003-03-04 12:55:48.317000,85383,43
2003-03-04 13:50:46.333000,160,levsu,2003-03-04 13:50:46.338000,41,0
2003-03-04 13:36:23.296000,206,Zofran (as hydrochloride) (ondansetron hcl) solutio,2003-03-04 13:36:23.303000,41,0
2003-03-04 13:47:58.921000,163,Adderall,2003-03-04 13:47:58.937000,12872,2
2003-03-04 13:48:02.242000,163,codeine,2003-03-04 13:48:02.278000,74140,60
2003-03-04 13:39:47.380000,166,ondansetron,2003-03-04 13:39:47.389000,18195,10
2003-03-04 13:37:41.803000,157,on,2003-03-04 13:37:41.820000,52720,177
2003-03-04 13:37:42.988000,162,ondanse,2003-03-04 13:37:42.996000,18195,10
2003-03-04 13:42:32.800000,157,on,2003-03-04 13:42:32.819000,52720,177
2003-03-04 13:50:11.771000,165,sertraline,2003-03-04 13:50:11.801000,9279,4
2003-03-04 13:53:49.135000,157,on,2003-03-04 13:53:49.155000,52720,177
2003-03-04 13:42:07.306000,166,ondansetron,2003-03-04 13:42:07.316000,17172,10
2003-03-04 13:41:58.718000,163,adderall,2003-03-04 13:41:58.824000,12872,2
2003-03-04 13:41:30.449000,163,adderall,2003-03-04 13:41:30.470000,12872,2
2003-03-04 13:44:14.055000,162,Vyvanse,2003-03-04 13:44:14.071000,12068,2
2003-03-04 13:56:39.385000,157,le,2003-03-04 13:56:39.411000,93105,273
2003-03-04 13:58:15.268000,174,diphenhydramine HCl,2003-03-04 13:58:15.284000,58209,79
2003-03-04 13:59:58.934000,163,morphine,2003-03-04 13:59:59.018000,91613,28
2003-03-04 10:24:52.992000,174,acetaminophen supp,2003-03-04 10:24:52.997000,41,0
2003-03-04 10:24:13.616000,163,tylenol,2003-03-04 10:24:13.629000,20665,18
2003-03-04 10:23:47.719000,169,acetaminophen,2003-03-04 10:23:47.763000,131464,312
2003-03-04 11:58:22.085000,118,Nebu,2003-03-04 11:58:22.101000,93906,117
2003-03-04 12:10:26.203000,158,mor,2003-03-04 12:10:26.271000,96740,32
2003-03-04 12:26:13.426000,161,tamifl,2003-03-04 12:26:13.433000,3861,2
2003-03-04 12:26:42.516000,160,cefdi,2003-03-04 12:26:42.522000,6429,4
2003-03-04 12:01:28.779000,156,a,2003-03-04 12:01:28.876000,77258,3487
2003-03-04 11:58:23.396000,120,Nebuli,2003-03-04 11:58:23.408000,92682,115
2003-03-04 11:58:31.073000,126,Nebulizer wi,2003-03-04 11:58:31.077000,5112,5
2003-03-04 12:13:48.933000,157,se,2003-03-04 12:13:48.963000,58834,387
2003-03-04 12:13:51.911000,159,bisc,2003-03-04 12:13:51.917000,1130,1
2003-03-04 12:23:42.577000,162,valsart,2003-03-04 12:23:42.590000,40783,10
2003-03-04 12:23:42.261000,161,valsar,2003-03-04 12:23:42.273000,40783,10
2003-03-04 12:29:23.261000,175,metoprolol succinate,2003-03-04 12:29:23.269000,8946,2
2003-03-04 12:28:00.370000,168,hydromorphone,2003-03-04 12:28:00.432000,63630,22
2003-03-04 12:12:09.856000,159,lora,2003-03-04 12:12:09.879000,65636,48
2003-03-04 12:12:10.244000,160,loraz,2003-03-04 12:12:10.260000,16475,8
2003-03-04 11:20:06.165000,121,Acetami,2003-03-04 11:20:06.186000,132511,346
2003-03-04 11:30:01.508000,168,morphine con,2003-03-04 11:30:01.520000,7049,3
2003-03-04 11:29:11.374000,180,hydrocodone-acetaminophen,2003-03-04 11:29:11.409000,23715,12
2003-03-04 11:20:44.805000,156,e,2003-03-04 11:20:44.867000,61987,1621
2003-03-04 11:37:01.038000,160,trama,2003-03-04 11:37:01.055000,20772,11
2003-03-04 11:54:50.378000,163,morphine,2003-03-04 11:54:50.598000,91613,28
2003-03-04 11:58:21.270000,160,Xanax,2003-03-04 11:58:21.282000,7940,2
2003-03-04 11:58:25.722000,161,zithro,2003-03-04 11:58:25.729000,9538,6
2003-03-04 11:58:13.695000,158,zpa,2003-03-04 11:58:13.701000,41,0
2003-03-04 11:28:05.837000,157,ox,2003-03-04 11:28:05.891000,101669,146
2003-03-04 11:44:31.577000,164,melatonin,2003-03-04 11:44:31.589000,38827,21
2003-03-04 11:44:31.561000,164,melatonin,2003-03-04 11:44:31.573000,38827,21
2003-03-04 11:51:18.133000,158,nor,2003-03-04 11:51:18.157000,76716,215
2003-03-04 11:51:21.117000,173,normal saline flus,2003-03-04 11:51:21.123000,1078,1
2003-03-04 11:51:18.523000,159,norm,2003-03-04 11:51:18.537000,49009,56
2003-03-04 10:38:11.871000,161,zofran,2003-03-04 10:38:11.877000,5284,3
2003-03-04 10:37:16.421000,159,cle,2003-03-04 10:37:16.437000,107712,141
2003-03-04 10:37:20.004000,163,cleocin,2003-03-04 10:37:20.009000,17584,10
2003-03-04 10:36:44.433000,170,nystatin drops,2003-03-04 10:36:44.439000,41,0
2003-03-04 10:41:55.202000,162,lyrica,2003-03-04 10:41:55.214000,12027,3
2003-03-04 10:46:35.318000,161,Levsin,2003-03-04 10:46:35.324000,3316,3
2003-03-04 10:57:43.851000,165,amlodipine,2003-03-04 10:57:43.865000,72338,15
2003-03-04 11:01:00.101000,175,morphine concentrate,2003-03-04 11:01:00.149000,2352,2
2003-03-04 11:05:13.446000,157,xa,2003-03-04 11:05:13.460000,28521,16
2003-03-04 10:08:01.365000,170,dexamethasone s,2003-03-04 10:08:01.383000,9953,8
2003-03-04 10:11:59.414000,160,Loraz,2003-03-04 10:11:59.430000,16475,8
2003-03-04 10:21:11.098000,166,morphine c,2003-03-04 10:21:11.270000,7049,3
2003-03-04 11:07:48.771000,164,labetalol,2003-03-04 11:07:48.817000,7850,4
2003-03-04 13:50:46.804000,161,levsun,2003-03-04 13:50:46.812000,41,0
2003-03-04 14:11:07.743000,163,lorazepa,2003-03-04 14:11:07.762000,16475,8
2003-03-04 14:06:57.382000,163,dulcolax,2003-03-04 14:06:57.387000,3562,3
2003-03-04 14:07:58.896000,157,om,2003-03-04 14:07:58.920000,75140,168
